"","title","description","streetaddress","type","amenityfeatures","city","state","Year","notes","full.address","lat","lon","geoAddress","unclear_address","status","unique.id"
"1107","AA Gay/Lesbian","254-5301 (AA#)","","Info Lines & Services","","Charleston","SC",1994,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1994-04866"
"1108","South Carolina Gay/Lesbian Info & Referral Line","790-4297, 24hr message","","Info Lines & Services","","Columbia","SC",1994,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1994-04867"
"1109","Affairs","779-4321 5pm-2am (some after hours), patio","712 Huger St.","Bars","(NH-1990-2005)","Columbia","SC",1994,"","712 Huger St. ,  Columbia ,  SC",33.9918187,-81.0417663,"712 huger st, columbia, sc 29201, usa","","Google Verified Location","d-1994-04868"
"1110","Badlands","765-1896 inquire locally for location","","Bars","(D-1965-2003),(A-1994-2003)","Columbia","SC",1994,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1994-04869"
"1111","Candy Shop","","1903 Two Notch Rd.","Bars","(D-1965-2003),(MRC-AF),(PC-1990-2005)","Columbia","SC",1994,"","1903 Two Notch Rd. ,  Columbia ,  SC",34.0175913,-81.0149607,"1903 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1994-04870"
"1112","Capitol Club","256-6464 5pm-2am","1002 Gervais St.","Bars","(NH-1990-2005),(P-1990-2002),(PC-1990-2005),(WC-1994-2005)","Columbia","SC",1994,"","1002 Gervais St. ,  Columbia ,  SC",34.0001224,-81.0365407,"1002 gervais st, columbia, sc 29201, usa","","Google Verified Location","d-1994-04871"
"1113","Opie's","252-0001 6pm-?","1125 Park St.","Bars","(NH-1990-2005),(PC-1990-2005),(WC-1994-2005)","Columbia","SC",1994,"","1125 Park St. ,  Columbia ,  SC",33.9996884,-81.0371015,"1125 park st, columbia, sc 29201, usa","","Google Verified Location","d-1994-04872"
"1114","Spanky's","771-0121 5pm-? (may be closing fall '93)","1109 Assembly","Bars","(L-1990-2005),(S-1965-2002),(PC-1990-2005)","Columbia","SC",1994,"","1109 Assembly ,  Columbia ,  SC",33.9997559,-81.0353477,"1109 assembly st, columbia, sc 29201, usa","","Google Verified Location","d-1994-04873"
"1115","South Carolina Division of Tourism","734-0235","","Travel/Tour Operators","","Columbia","SC",1994,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1994-04874"
"1116","Big Jim's","N. Charleston 744-5380, 24hrs","2070 Harley Ave.","Erotica","","Charleston","SC",1994,"","2070 Harley Ave. ,  Charleston ,  SC",32.892483,-80.0122573,"2070 harley st, north charleston, sc 29406, usa","","Google Verified Location","d-1994-04875"
"1117","Travel Masters of Columbia","254-4777/(800)866-6664 contact Scott","","Travel/Tour Operators","(IGTA-1988-1997)","Columbia","SC",1994,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1994-04876"
"1118","Foxes Books","786-8125 clsd Sun","5445 Two Notch Rd.","Erotica","","Columbia","SC",1994,"","5445 Two Notch Rd. ,  Columbia ,  SC",34.0506524,-80.9847246,"5445 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1994-04877"
"1119","Lake Murray Dam","","","Cruising Areas","Cruisy Area","Columbia","SC",1994,"",", SC",34.053204,-81.217875,"unclear_coded_by_hand","checked","Verified Location","d-1994-04878"
"1120","Zippers","679-3289 9pm-2am Wed, Th & Sat, til 6am Fri","3027 E. Palmetto St.","Bars","(MW-1990-2003),(D-1965-2003),(F-1990-2003),(S-1965-2002),(YC-1969-2005),(PC-1990-2005)","Florence","SC",1994,"","3027 E. Palmetto St. ,  Florence ,  SC",34.1973204,-79.7067502,"3027 e palmetto st, florence, sc 29506, usa","","Google Verified Location","d-1994-04879"
"1121","Timrod Park","","","Cruising Areas","Cruisy Area","Florence","SC",1994,"",", SC",34.185242,-79.770835,"unclear_coded_by_hand","checked","Verified Location","d-1994-04880"
"1122","South Carolina Gay/Lesbian Info & Referral Line","271-4207, 24hrs","","Info Lines & Services","","Greenville","SC",1994,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1994-04881"
"1123","Bushwacker's Pub","234-6767 8pm-3:30am, from 4pm Sun","621 Airport Rd.","Bars","(*-1965-2005),(D-1965-2003),(V-1986-2005),(SW-1990-2005),(PC-1990-2005)","Greenville","SC",1994,"","621 Airport Rd. ,  Greenville ,  SC",34.844207,-82.345185,"621 airport rd, greenville, sc 29607, usa","","Google Verified Location","d-1994-04882"
"1124","Castle, The","235-9949 8pm-4am, til 3am Sun","8 Le Grand Blvde.","Bars","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(S-1965-2002),(V-1986-2005),(YC-1969-2005),(PC-1990-2005),(WC-1994-2005)","Greenville","SC",1994,"","8 Le Grand Blvde. ,  Greenville ,  SC",34.8361438,-82.3681104,"8 legrand blvd, greenville, sc 29607, usa","","Google Verified Location","d-1994-04883"
"1125","New Attitude","233-1387 10pm-? wknds","706 W. Washington St.","Bars","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(MRC-AF)","Greenville","SC",1994,"","706 W. Washington St. ,  Greenville ,  SC",34.8553243,-82.4088654,"706 w washington st, greenville, sc 29601, usa","","Google Verified Location","d-1994-04884"
"1126","Moon Jammers","Pope Ave. 842-9195 8pm-2am","1 Heritage Plaza","Bars","(MW-1990-2003),(NH-1990-2005),(D-1965-2003),(A-1994-2003),(S-1965-2002),(PC-1990-2005),(WC-1994-2005)","Hilton Head","SC",1994,"","1 Heritage Plaza ,  Hilton Head ,  SC",32.132035,-80.808061,"","","Google Verified Location","d-1994-04885"
"1127","Offshore Drilling Co.","448-0114 9pm-?","415 Yaupon Cr.","Bars","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(S-1965-2002),(YC-1969-2005)","Myrtle Beach","SC",1994,"","415 Yaupon Cr. ,  Myrtle Beach ,  SC",33.6815574,-78.8930613,"415 yaupon dr, myrtle beach, sc 29577, usa","","Google Verified Location","d-1994-04886"
"1128","Time Out","448-1180 5pm-?, til 2am Sat","520 8th Ave. N.","Bars","(*-1965-2005),(NH-1990-2005),(D-1965-2003),(A-1994-2003),(PC-1990-2005)","Myrtle Beach","SC",1994,"","520 8th Ave. N. ,  Myrtle Beach ,  SC",33.693884,-78.884682,"520 8th ave n, myrtle beach, sc 29577, usa","","Google Verified Location","d-1994-04887"
"1129","Big Six Video & Books","946-9411, 24hrs","1474 W. Hwy. 501","Erotica","","Myrtle Beach","SC",1994,"","1474 W. Hwy. 501 ,  Myrtle Beach ,  SC",33.6996364,-78.8999928,"1474 us-501, myrtle beach, sc 29577, usa","","Google Verified Location","d-1994-04888"
"1130","Maxwell's (24 Hour Extra News & Video)","626-3140","2027 Hwy. 501","Erotica","","Myrtle Beach","SC",1994,"","2027 Hwy. 501 ,  Myrtle Beach ,  SC",33.7046565,-78.909115,"2027 us-501, myrtle beach, sc 29577, usa","","Google Verified Location","d-1994-04889"
"1131","Beach","at 82nd Ave.","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1994,"",", SC",33.68906,-78.886694,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1994-04890"
"1132","Hurl Rock Park","at 20th Ave. S.","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1994,"",", SC",33.669836,-78.904645,"unclear_coded_by_hand","checked","Verified Location","d-1994-04891"
"1133","Hideaway","328-6630 9pm-5am Th-Sun","405 Baskins Rd.","Bars","(MW-1990-2003),(NH-1990-2005),(D-1965-2003),(S-1965-2002),(PC-1990-2005),(WC-1994-2005)","Rock Hill","SC",1994,"","405 Baskins Rd. ,  Rock Hill ,  SC",34.9435787,-80.9875283,"405 e baskins rd, rock hill, sc 29730, usa","","Google Verified Location","d-1994-04892"
"1134","Cheyenne Cattlemen's Club","573-7304/(800)428-9808 8pm-2am, til 4am Fri","995 Asheville Hwy.","Bars","(D-1965-2003),(E-1975-2003),(S-1965-2002),(PC-1990-2005)","Spartanburg","SC",1994,"","995 Asheville Hwy. ,  Spartanburg ,  SC",34.9690517,-81.9499773,"995 asheville hwy, spartanburg, sc 29303, usa","","Google Verified Location","d-1994-04893"
"1135","Acceptence Group (Gay AA)","Meeting & Cumberland Sts. (Circular Congr. Church) 762-2433 meets 6:30pm Sat","","Info Lines & Services","","Charleston","SC",1990,"",", SC",32.778849,-79.931126,"unclear_coded_by_hand","checked","Verified Location","d-1990-04585"
"1136","Fifty Folly Place","571-4171 B&B year-round","50 Folly Rd","Accommodations","(B&B)","Charleston","SC",1990,"","50 Folly Rd, Charleston, SC",32.7787716,-79.9719814,"50 folly rd blvd, charleston, sc 29407, usa","","Google Verified Location","d-1990-04586"
"1137","Harbor House","272-6116/724-1924 B&B","PO Box 1272, 29402,","Accommodations","(*-1965-2005),(MX-1990-1993),(MW-1990-2003),(B&B)","Charleston","SC",1990,"","PO Box 1272, 29402,, SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04587"
"1138","The Arcade Club","577-9160","5 Liberty St","Bars","(*-1965-2005),(D-1965-2003),(S-1965-2002)","Charleston","SC",1990,"","5 Liberty St, Charleston, SC",32.782803,-79.9350537,"beatty center for the school of business, 5 liberty st, charleston, sc 29401, usa","","Google Verified Location","d-1990-04588"
"1139","Dudley's, Inc.","723-2784 4pm-2am","346 King St","Bars","(*-1965-2005),(D-1965-2003),(LV-1990-1994)","Charleston","SC",1990,"","346 King St, Charleston, SC",32.7848012,-79.9353488,"346 king st, charleston, sc 29401, usa","","Google Verified Location","d-1990-04589"
"1140","MCC of Charleston","747-6736 call for new location","","Religious Organizations","(MCC)","Charleston","SC",1990,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04590"
"1141","Big Jim's","744-5380","2270 Harley Ave, North Charleston","Erotica/Adult Groups","","Charleston","SC",1990,"","2270 Harley Ave, North Charleston, Charleston, SC",32.8919704,-80.0128573,"2270 harley st, north charleston, sc 29406, usa","","Google Verified Location","d-1990-04591"
"1142","'Rest Stop' on I-26","","","Cruising Areas","Cruisy Area","Charleston","SC",1990,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04592"
"1143","Folly Beach","","","Cruising Areas","Cruisy Area","Charleston","SC",1990,"",", SC",32.65518,-79.940367,"unclear_coded_by_hand","checked","Verified Location","d-1990-04593"
"1144","Whitepoint Gardens The Battery","","","Cruising Areas","Cruisy Area,(AYOR-1977-2005)","Charleston","SC",1990,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04594"
"1145","SC Coalition of Lesbians & Gay Men","787-5462 networking organization","PO Box 7463, 29202","Info Lines & Services","","Columbia","SC",1990,"","PO Box 7463, 29202, SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04595"
"1146","Affairs","779-4321 5pm-2am (some after hours)","712 Hunger St","Bars","(NH-1990-2005),(LV-1990-1994)","Columbia","SC",1990,"","712 Hunger St, Columbia, SC",34.0007104,-81.0348144,"columbia, sc, usa","","Google Verified Location","d-1990-04596"
"1147","The Alternative","252-8144","1404 1/2 Gervais St.","Bars","(D-1965-2003),(S-1965-2002)","Columbia","SC",1990,"","1404 1/2 Gervais St., Columbia, SC",33.9957907,-81.0510084,"1 gervais st #1404, columbia, sc 29203, usa","","Google Verified Location","d-1990-04597"
"1148","Candy Shop","11pm-closing Thurs-Sun (usually late)","1903 Two Notch Rd","Bars","(D-1965-2003),(B-1990-1993),(MW-1990-2003)","Columbia","SC",1990,"","1903 Two Notch Rd, Columbia, SC",34.0175913,-81.0149607,"1903 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1990-04598"
"1149","Capital Club","256-6464","1002 Gervais","Bars","(MW-1990-2003),(PC-1990-2005),(P-1990-2002),(NH-1990-2005)","Columbia","SC",1990,"","1002 Gervais, Columbia, SC",34.0001224,-81.0365407,"1002 gervais st, columbia, sc 29201, usa","","Google Verified Location","d-1990-04599"
"1150","Menage","252-0705 9pm-closing til 4am Fri & Sat","903 Hunger St","Bars","(MW-1990-2003),(PC-1990-2005),(D-1965-2003)","Columbia","SC",1990,"","903 Hunger St, Columbia, SC",34.0007104,-81.0348144,"columbia, sc, usa","","Google Verified Location","d-1990-04600"
"1151","Chateau IV","754-0713","5511 Two Notch Rd","Erotica/Adult Groups","","Columbia","SC",1990,"","5511 Two Notch Rd, Columbia, SC",34.0526299,-80.9816893,"5511 two notch rd, columbia, sc 29223, usa","","Google Verified Location","d-1990-04601"
"1152","Foxes Books","786-8125","5445 Two Notch Rd","Erotica/Adult Groups","","Columbia","SC",1990,"","5445 Two Notch Rd, Columbia, SC",34.0506524,-80.9847246,"5445 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1990-04602"
"1153","Richland Adult Books","799-6969","2729 Two Notch Rd","Erotica/Adult Groups","","Columbia","SC",1990,"","2729 Two Notch Rd, Columbia, SC",34.0325185,-81.0064873,"2729 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1990-04603"
"1154","'Rest Stop' on I-26 S","","","Cruising Areas","Cruisy Area","Columbia","SC",1990,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04604"
"1155","Lake Murray Dam","","","Cruising Areas","Cruisy Area","Columbia","SC",1990,"",", SC",34.053204,-81.217875,"unclear_coded_by_hand","checked","Verified Location","d-1990-04605"
"1156","U. of SC","Russel House, Blatte PE lockers & pool","","Cruising Areas","Cruisy Area","Columbia","SC",1990,"",", SC",33.996645,-81.026995,"unclear_coded_by_hand","checked","Verified Location","d-1990-04606"
"1157","Chain Reaction","662-0378 9pm-2am Wed-Thurs & Sat til 4am Fri clsd Sun, Mon, & Tues","3027 E. Palmetto St.","Bars","(MW-1990-2003),(D-1965-2003),(S-1965-2002),(YC-1969-2005)","Florence","SC",1990,"","3027 E. Palmetto St., Florence, SC",34.1973204,-79.7067502,"3027 e palmetto st, florence, sc 29506, usa","","Google Verified Location","d-1990-04607"
"1158","Timrod Park","","","Cruising Areas","Cruisy Area","Florence","SC",1990,"",", SC",34.185242,-79.770835,"unclear_coded_by_hand","checked","Verified Location","d-1990-04608"
"1159","'Rest Stop' on I-85 S","","","Cruising Areas","Cruisy Area","Gaffney","SC",1990,"",", SC",35.071795,-81.649819,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04609"
"1160","AA Gay/Lesbian","233-6288","","Info Lines & Services","","Greenville","SC",1990,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04610"
"1161","Gay Switchboard","271-4207","","Info Lines & Services","","Greenville","SC",1990,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04611"
"1162","Palmetto Gay/Lesbian Association","877-0020 bi-monthly meetings, call switchboard for info","PO Box 10022 Federal Station, 29603","Info Lines & Services","","Greenville","SC",1990,"","PO Box 10022 Federal Station, 29603, SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04612"
"1163","Bushwacker's Pub","234-6767","621 Airport Rd","Bars","(*-1965-2005),(V-1986-2005),(PC-1990-2005),(LV-1990-1994)","Greenville","SC",1990,"","621 Airport Rd, Greenville, SC",34.844207,-82.345185,"621 airport rd, greenville, sc 29607, usa","","Google Verified Location","d-1990-04613"
"1164","New Attitude","233-1387 9pm til closing Wed-Sun","706 W. Washton St.","Bars","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(B-1990-1993)","Greenville","SC",1990,"","706 W. Washton St., Greenville, SC",34.8553243,-82.4088654,"706 w washington st, greenville, sc 29601, usa","","Google Verified Location","d-1990-04614"
"1165","Stone Castle","235-9949 8pm-4am Mon-Fri til 2am Sat & Sun","8 Le Grand Blvd","Bars","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(YC-1969-2005),(V-1986-2005),(S-1965-2002)","Greenville","SC",1990,"","8 Le Grand Blvd, Greenville, SC",34.8361438,-82.3681104,"8 legrand blvd, greenville, sc 29607, usa","","Google Verified Location","d-1990-04615"
"1166","MCC","(Unitarian Church) 233-0919 worship 7pm Sun","37 E. Hillcrest Dr","Religious Organizations","(MCC)","Greenville","SC",1990,"","37 E. Hillcrest Dr, Greenville, SC",34.8692605,-82.3876351,"37 e hillcrest dr, greenville, sc 29609, usa","","Google Verified Location","d-1990-04616"
"1167","Crews Inn","(Executive Park) 785-2739","8 Pope Ave.","Bars","(MW-1990-2003),(D-1965-2003),(S-1965-2002)","Hilton Head","SC",1990,"","8 Pope Ave., Hilton Head, SC",32.1540537,-80.7615878,"8 pope ave, hilton head island, sc 29928, usa","","Google Verified Location","d-1990-04617"
"1168","M.J.'s","842-9195 5:30pm-4am Mon-Fri 8pm-2am Sat","5 DanCar Bldg., Palmetto Bay Rd","Bars","(*-1965-2005),(MW-1990-2003),(PC-1990-2005),(D-1965-2003),(YC-1969-2005)","Hilton Head","SC",1990,"","5 DanCar Bldg., Palmetto Bay Rd, Hilton Head, SC",32.1648467,-80.7704231,"palmetto bay rd, hilton head island, sc 29928, usa","","Google Verified Location","d-1990-04618"
"1169","Offshore Drilling Co.","448-0114 9pm til closing Mon-Fri 8pm-midnigt Sat clsd Sun","415 Youpon Circle","Bars","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(S-1965-2002)","Myrtle Beach","SC",1990,"","415 Youpon Circle, Myrtle Beach, SC",33.6815574,-78.8930613,"415 yaupon dr, myrtle beach, sc 29577, usa","","Google Verified Location","d-1990-04619"
"1170","Underground","448-5844 hours seasonal","821 Main St.","Bars","","Myrtle Beach","SC",1990,"","821 Main St., Myrtle Beach, SC",33.6935334,-78.8834613,"821 main st, myrtle beach, sc 29577, usa","","Google Verified Location","d-1990-04620"
"1171","Beach at 82nd Ave","","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1990,"",", SC",33.68906,-78.886694,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04621"
"1172","Hurlock Park","","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1990,"",", SC",33.669836,-78.904645,"unclear_coded_by_hand","checked","Verified Location","d-1990-04622"
"1173","Hideaway","328-6630 memberships $3","405 Baskin Rd","Bars","(MW-1990-2003),(PC-1990-2005),(NH-1990-2005)","Rock Hill","SC",1990,"","405 Baskin Rd, Rock Hill, SC",34.9435787,-80.9875283,"405 e baskins rd, rock hill, sc 29730, usa","","Google Verified Location","d-1990-04623"
"1174","Eight-Five Lounge","(Hwy 221 & I-85) 573-7304 7pm-2am Sun-Thurs til 4pm Fri & Sat","","Bars","(D-1965-2003),(F-1990-2003)","Spartanburg","SC",1990,"Fairview Church Rd & TNS Mills Rd",", SC",35.019491,-81.91837,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04624"
"1175","Truck Stops I-85 btwn exit 62 & 66 nights","","","Cruising Areas","Cruisy Area","Spartanburg","SC",1990,"",", SC",34.949567,-81.932048,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1990-04625"
"1176","Acceptance Group (Gay AA)","(Circular Congr. Church) 762-2433/971-8600/722-6677 6:30 Sat","Meeting & Cumberland Sts.","Info Lines & Services","","Charleston","SC",1991,"","Meeting & Cumberland Sts., SC",32.778849,-79.931126,"unclear_coded_by_hand","checked","Verified Location","d-1991-04852"
"1177","Charleston Beach B & B","year-round","118 W. Arctic Ave., Folly Beach, 29439","Accommodations","(MW-1990-2003),(F-1990-2003)","Charleston","SC",1991,"","118 W. Arctic Ave., Folly Beach, 29439 ,  Charleston ,  SC",32.6544385,-79.9423103,"118 w arctic ave, folly beach, sc 29439, usa","","Google Verified Location","d-1991-04853"
"1178","Fifty Folly Place","571-4171 B & B, year-round","50 Folly Rd.","Accommodations","(MW-1990-2003)","Charleston","SC",1991,"","50 Folly Rd. ,  Charleston ,  SC",32.7787716,-79.9719814,"50 folly rd blvd, charleston, sc 29407, usa","","Google Verified Location","d-1991-04854"
"1179","Arcade Club, The","577-9160 8pm-2:30am, til 3pm FrI","5 Liberty St.","Bars/Clubs","(*-1965-2005),(D-1965-2003),(S-1965-2002),(YC-1969-2005)","Charleston","SC",1991,"","5 Liberty St. ,  Charleston ,  SC",32.782803,-79.9350537,"beatty center for the school of business, 5 liberty st, charleston, sc 29401, usa","","Google Verified Location","d-1991-04855"
"1180","Dudley's Inc.","723-2784 4pm-2am","346 King St.","Bars/Clubs","(*-1965-2005),(D-1965-2003),(NH-1990-2005),(PC-1990-2005)","Charleston","SC",1991,"","346 King St. ,  Charleston ,  SC",32.7848012,-79.9353488,"346 king st, charleston, sc 29401, usa","","Google Verified Location","d-1991-04856"
"1181","MCC Charleston","747-6736 11am Sun, 7:30pm Wed","4583-F Durant","Religious Organizations","","Charleston","SC",1991,"","4583-F Durant ,  Charleston ,  SC",32.8771027,-79.990503,"4583 durant ave f, north charleston, sc 29405, usa","","Google Verified Location","d-1991-04857"
"1182","Big Jim's","744-5380","2070 Harley Ave., North Charleston","Erotica","","Charleston","SC",1991,"","2070 Harley Ave., North Charleston ,  Charleston ,  SC",32.892483,-80.0122573,"2070 harley st, north charleston, sc 29406, usa","","Google Verified Location","d-1991-04858"
"1183","'Rest Stop' on I-26","","","Cruising Areas","Cruisy Area","Charleston","SC",1991,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1991-04859"
"1184","Folly Beach","","","Cruising Areas","Cruisy Area","Charleston","SC",1991,"",", SC",32.65518,-79.940367,"unclear_coded_by_hand","checked","Verified Location","d-1991-04860"
"1185","Whitepoint Gardens, The Battery","","","Cruising Areas","Cruisy Area","Charleston","SC",1991,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1991-04861"
"1186","AA Gay/Lesbian","254-5301 call for times & locations","","Info Lines & Services","","Columbia","SC",1991,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1991-04862"
"1187","SC Coalition of Lesbians & Gay Men","787-5462 networking organization","P.O. Box 7463, 29202","Info Lines & Services","","Columbia","SC",1991,"","P.O. Box 7463, 29202, SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1991-04863"
"1188","Affairs","779-4321 5pm-2am (some after hours)","712 Huger St.","Bars/Clubs","(NH-1990-2005),(LV-1990-1994)","Columbia","SC",1991,"","712 Huger St. ,  Columbia ,  SC",33.9918187,-81.0417663,"712 huger st, columbia, sc 29201, usa","","Google Verified Location","d-1991-04864"
"1189","Alibi","252-3100, Ext. 5 5pm-2a, Wed/Thur, til 5am Fri/Sat, clsd Sun-Tues","1901 Assembly St.","Bars/Clubs","(MW-1990-2003),(AH-1975-1993),(D-1965-2003),(F-1990-2003),(S-1965-2002)","Columbia","SC",1991,"","1901 Assembly St. ,  Columbia ,  SC",34.0103017,-81.0398756,"1901 assembly st, columbia, sc 29201, usa","","Google Verified Location","d-1991-04865"
"1190","Alternative, The","252-8144 5pm-4am Mon-Fri, 8pm-2am Sat, from 5pm Sun","1404 1/2 Gervais St.","Bars/Clubs","(D-1965-2003),(S-1965-2002)","Columbia","SC",1991,"","1404 1/2 Gervais St. ,  Columbia ,  SC",33.9957907,-81.0510084,"1 gervais st #1404, columbia, sc 29203, usa","","Google Verified Location","d-1991-04866"
"1191","Candy Shop","","1903 Two Notch Rd.","Bars/Clubs","(MW-1990-2003),(D-1965-2003),(B-1990-1993)","Columbia","SC",1991,"","1903 Two Notch Rd. ,  Columbia ,  SC",34.0175913,-81.0149607,"1903 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1991-04867"
"1192","Capitol Club","256-6464 5pm-2am","1002 Gervais St.","Bars/Clubs","(MW-1990-2003),(PC-1990-2005),(P-1990-2002),(NH-1990-2005)","Columbia","SC",1991,"","1002 Gervais St. ,  Columbia ,  SC",34.0001224,-81.0365407,"1002 gervais st, columbia, sc 29201, usa","","Google Verified Location","d-1991-04868"
"1193","Playground","779-0963 6pm-6am","1800 Blanding St.","Bars/Clubs","(AH-1975-1993),(D-1965-2003),(E-1975-2003),(F-1990-2003),(S-1965-2002)","Columbia","SC",1991,"","1800 Blanding St. ,  Columbia ,  SC",34.0106699,-81.0263804,"1800 blanding st, columbia, sc 29201, usa","","Google Verified Location","d-1991-04869"
"1194","'Rest Stop' on I-26 S.","","","Cruising Areas","Cruisy Area","Columbia","SC",1991,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1991-04870"
"1195","Lake Murray Dam","","","Cruising Areas","Cruisy Area","Columbia","SC",1991,"",", SC",34.053204,-81.217875,"unclear_coded_by_hand","checked","Verified Location","d-1991-04871"
"1196","U. of S.C. Russel House, Blatte PE","","","Cruising Areas","Cruisy Area","Columbia","SC",1991,"",", SC",33.996645,-81.026995,"unclear_coded_by_hand","checked","Verified Location","d-1991-04872"
"1197","Chain Reaction","662-0378 9pm-2am Wed-Thurs & Sat, til 4am Fri, clsd Sun-Tues","3027 E. Palmetto St.","Bars/Clubs","(MW-1990-2003),(D-1965-2003),(S-1965-2002),(YC-1969-2005)","Florence","SC",1991,"","3027 E. Palmetto St. ,  Florence ,  SC",34.1973204,-79.7067502,"3027 e palmetto st, florence, sc 29506, usa","","Google Verified Location","d-1991-04873"
"1198","Timrod Park","","","Cruising Areas","Cruisy Area","Florence","SC",1991,"",", SC",34.185242,-79.770835,"unclear_coded_by_hand","checked","Verified Location","d-1991-04874"
"1199","'Rest Stop' on I-85 S.","","","Cruising Areas","Cruisy Area","Gaffney","SC",1991,"",", SC",35.071795,-81.649819,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1991-04875"
"1200","Gay/Lesbian Switchbaord","271-4207 7pm-10pm","","Info Lines & Services","","Greenville","SC",1991,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1991-04876"
"1201","Bushwacker's Pub","234-6767 cruise bar, 6pm-2am Mon-Thur, til 4 Fri, til 3 Sat, 3pm-mid Sun","621 Airport Rd.","Bars/Clubs,Cruising Areas","(*-1965-2005),(V-1986-2005),(PC-1990-2005),(D-1965-2003)","Greenville","SC",1991,"","621 Airport Rd. ,  Greenville ,  SC",34.844207,-82.345185,"621 airport rd, greenville, sc 29607, usa","","Google Verified Location","d-1991-04877"
"1202","New Attitude","233-1387 9pm-closing Wed-Sun","706 W. Washton St.","Bars/Clubs","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(B-1990-1993)","Greenville","SC",1991,"","706 W. Washton St. ,  Greenville ,  SC",34.8553243,-82.4088654,"706 w washington st, greenville, sc 29601, usa","","Google Verified Location","d-1991-04878"
"1203","Stone Castle","235-9949 8pm-4am Mon-Fri, til 2am Sat & Sun","8 Le Grand Blvd.","Bars/Clubs","(*-1965-2005),(MW-1990-2003),(D-1965-2003),(YC-1969-2005),(V-1986-2005),(S-1965-2002)","Greenville","SC",1991,"","8 Le Grand Blvd. ,  Greenville ,  SC",34.8361438,-82.3681104,"8 legrand blvd, greenville, sc 29607, usa","","Google Verified Location","d-1991-04879"
